future_id,iso_alpha_3,2022,2030,vulnerability_threshold,vulnerability_indicator,ndc_unconditional
id_MEX_260,MEX,787.6710940988988,788.013028916608,808.5321233904137,0,644.2
id_MEX_261,MEX,787.6710940988988,816.9219988786244,808.5321233904137,1,644.2
id_MEX_262,MEX,787.6710940988988,816.4829641346724,808.5321233904137,1,644.2
id_MEX_263,MEX,787.6710940988988,815.8755975541172,808.5321233904137,1,644.2
id_MEX_264,MEX,787.6710940988988,786.9422330518205,808.5321233904137,0,644.2
id_MEX_265,MEX,787.6710940988988,774.057207185237,808.5321233904137,0,644.2
id_MEX_266,MEX,787.6710940988988,858.3943205522098,808.5321233904137,1,644.2
id_MEX_267,MEX,787.6710940988988,747.147320746254,808.5321233904137,0,644.2
id_MEX_268,MEX,787.6710940988988,841.9417279260267,808.5321233904137,1,644.2
id_MEX_269,MEX,787.6710940988988,816.4950745799798,808.5321233904137,1,644.2
id_MEX_27,MEX,787.6710940988988,851.1884715031346,808.5321233904137,1,644.2
id_MEX_270,MEX,787.6710940988988,787.9013205150304,808.5321233904137,0,644.2
id_MEX_271,MEX,787.6710940988988,858.5749029446602,808.5321233904137,1,644.2
id_MEX_272,MEX,787.6710940988988,837.8067176978133,808.5321233904137,1,644.2
id_MEX_273,MEX,787.6710940988988,718.8487530953568,808.5321233904137,0,644.2
id_MEX_274,MEX,787.6710940988988,813.9168005166414,808.5321233904137,1,644.2
id_MEX_275,MEX,787.6710940988988,745.7315880834032,808.5321233904137,0,644.2
id_MEX_276,MEX,787.6710940988988,897.1470095615671,808.5321233904137,1,644.2
id_MEX_277,MEX,787.6710940988988,894.2115427404365,808.5321233904137,1,644.2
id_MEX_278,MEX,787.6710940988988,760.048992148886,808.5321233904137,0,644.2
id_MEX_279,MEX,787.6710940988988,768.7733107763319,808.5321233904137,0,644.2
id_MEX_28,MEX,787.6710940988988,795.8921385168438,808.5321233904137,0,644.2
id_MEX_280,MEX,787.6710940988988,743.1618019422568,808.5321233904137,0,644.2
id_MEX_281,MEX,787.6710940988988,905.1542747994192,808.5321233904137,1,644.2
id_MEX_282,MEX,787.6710940988988,801.1862488340727,808.5321233904137,0,644.2
id_MEX_283,MEX,787.6710940988988,842.6680207584474,808.5321233904137,1,644.2
id_MEX_284,MEX,787.6710940988988,810.441339811396,808.5321233904137,1,644.2
id_MEX_285,MEX,787.6710940988988,766.1611741484817,808.5321233904137,0,644.2
id_MEX_286,MEX,787.6710940988988,796.0608478385716,808.5321233904137,0,644.2
id_MEX_287,MEX,787.6710940988988,826.5892699652364,808.5321233904137,1,644.2
id_MEX_288,MEX,787.6710940988988,797.7417444440838,808.5321233904137,0,644.2
id_MEX_289,MEX,787.6710940988988,778.058749822654,808.5321233904137,0,644.2
id_MEX_29,MEX,787.6710940988988,786.865723599157,808.5321233904137,0,644.2
id_MEX_290,MEX,787.6710940988988,825.5723496290774,808.5321233904137,1,644.2
id_MEX_291,MEX,787.6710940988988,790.0454804043842,808.5321233904137,0,644.2
id_MEX_292,MEX,787.6710940988988,851.744320614829,808.5321233904137,1,644.2
id_MEX_293,MEX,787.6710940988988,889.7041227126967,808.5321233904137,1,644.2
id_MEX_294,MEX,787.6710940988988,859.6672140432918,808.5321233904137,1,644.2
id_MEX_295,MEX,787.6710940988988,756.4921824189028,808.5321233904137,0,644.2
id_MEX_296,MEX,787.6710940988988,705.5521096669388,808.5321233904137,0,644.2
id_MEX_297,MEX,787.6710940988988,806.5148796362433,808.5321233904137,0,644.2
id_MEX_298,MEX,787.6710940988988,885.0693671248231,808.5321233904137,1,644.2
